ID ANSSI,Titre ANSSI,Type,Date,CVE,CVSS,Base Severity,CWE,EPSS,Lien,Description,Editeur,Produit,Versions affectees
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21728,7.5,Elevee,CWE-400,0.02023,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Netlogon Denial of Service Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21730,7.8,Elevee,CWE-190,0.00395,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Microsoft Cryptographic Services Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21732,8.8,Elevee,CWE-121,0.01854,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Microsoft ODBC Driver Remote Code Execution Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21733,7.0,Elevee,CWE-122,0.00176,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Bind Filter Driver Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows Server 2022","10.0.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21739,7.0,Elevee,CWE-591,0.00388,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Bluetooth Driver Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 8.1","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.22621.0, 6.3.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21746,7.8,Elevee,,0.58616,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows NTLM Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21747,7.8,Elevee,CWE-416,0.00239,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Kernel Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21748,7.8,Elevee,,0.00448,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Kernel Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21749,7.8,Elevee,CWE-20,0.00405,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Kernel Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21750,7.1,Elevee,CWE-284,0.00564,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Kernel Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21752,7.1,Elevee,CWE-284,0.51099,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Backup Service Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.22621.0, 6.1.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21753,5.5,Moyenne,CWE-908,0.02942,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Event Tracing for Windows Information Disclosure Vulnerability,Microsoft,"Windows 10 Version 1809, Windows Server 2019, Windows Server 2019 (Server Core installation)","10.0.0, 10.0.17763.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21754,7.8,Elevee,CWE-190,0.00824,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Kernel Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21755,7.8,Elevee,CWE-416,0.00832,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Kernel Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2","10.0.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.22621.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21757,7.5,Elevee,CWE-476,0.08036,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Layer 2 Tunneling Protocol (L2TP) Denial of Service Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21758,7.5,Elevee,CWE-476,0.52964,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Internet Key Exchange (IKE) Extension Denial of Service Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21759,3.3,Faible,,0.01306,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Smart Card Resource Management Server Security Feature Bypass Vulnerability,Microsoft,"Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows Server 2022","10.0.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21760,7.1,Elevee,CWE-59,0.00207,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Print Spooler Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21765,7.8,Elevee,CWE-190,0.00677,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Print Spooler Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21766,4.7,Moyenne,CWE-591,0.1257,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Overlay Filter Information Disclosure Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21767,7.8,Elevee,CWE-20,0.00332,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Overlay Filter Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 8.1, Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21768,7.8,Elevee,CWE-822,0.75522,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability,Microsoft,"Windows 11 version 21H2, Windows 11 version 22H2, Windows Server 2022","10.0.0, 10.0.20348.0, 10.0.22621.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21771,7.0,Elevee,CWE-591,0.00256,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Local Session Manager (LSM) Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows Server 2022","10.0.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21772,7.8,Elevee,CWE-125,0.00541,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Kernel Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21773,7.8,Elevee,CWE-416,0.00627,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Kernel Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21774,7.8,Elevee,CWE-416,0.00541,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Kernel Elevation of Privilege Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,avis,2023-01-11T00:00:00.000000,CVE-2023-21776,5.5,Moyenne,CWE-125,0.00693,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0022/,Windows Kernel Information Disclosure Vulnerability,Microsoft,"Windows 10 Version 1507, Windows 10 Version 1607, Windows 10 Version 1809, Windows 10 Version 20H2, Windows 10 Version 21H2, Windows 10 Version 22H2, Windows 11 version 21H2, Windows 11 version 22H2, Windows 7, Windows 7 Service Pack 1, Windows 8.1, Windows Server 2008  Service Pack 2, Windows Server 2008 R2 Service Pack 1, Windows Server 2008 R2 Service Pack 1 (Server Core installation), Windows Server 2008 Service Pack 2, Windows Server 2008 Service Pack 2 (Server Core installation), Windows Server 2012, Windows Server 2012 (Server Core installation), Windows Server 2012 R2, Windows Server 2012 R2 (Server Core installation), Windows Server 2016, Windows Server 2016 (Server Core installation), Windows Server 2019, Windows Server 2019 (Server Core installation), Windows Server 2022","10.0.0, 10.0.10240.0, 10.0.14393.0, 10.0.17763.0, 10.0.19043.0, 10.0.19045.0, 10.0.20348.0, 10.0.22621.0, 6.0.6003.0, 6.1.0, 6.1.7601.0, 6.2.9200.0, 6.3.0, 6.3.9600.0"
CERTFR-2023-AVI-0023,Vulnérabilité dans Microsoft .Net,avis,2023-01-11T00:00:00.000000,CVE-2023-21538,7.5,Elevee,CWE-502,0.00553,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0023/,.NET Denial of Service Vulnerability,Microsoft,".NET 6.0, PowerShell 7.2","6.0.0, 7.2.0"
